accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",100,64,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",25,100,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",25,100,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",25,100,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",25,100,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",25,100,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",50,100,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",50,100,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",50,100,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",50,100,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",50,100,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",100,100,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",100,100,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",100,100,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",100,100,0.04
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",100,100,0.05
